date,hour,symbol,underlying,type,strike,open,high,low,close,volume_contracts,volume_usdt,best_bid_price,best_ask_price,best_bid_qty,best_ask_qty,best_buy_iv,best_sell_iv,mark_price,mark_iv,delta,gamma,vega,theta,openinterest_contracts,openinterest_usdt
2023-05-18,0,BTC-230519-33000-C,BTCUSDT,C,230519-33000,10.0,10.0,5.0,5.0,3.38,3.38,0.0,30.0,0.0,0.06,,1.63478851,7.0,1.34239426,0.01049948,1.273e-05,0.45259455,-23.51825333,27.91,763590.79413188
2023-05-18,0,BTC-230929-40000-P,BTCUSDT,P,230929-40000,12870.0,12870.0,12870.0,12870.0,0.0,0.0,12760.0,13910.0,1.5,1.5,,0.67349434,13203.0,0.51637173,-0.85456308,2.665e-05,37.89913987,-7.28639502,19.99,546907.2008132
2023-05-18,1,BTC-230526-21000-C,BTCUSDT,C,230526-21000,6805.0,6805.0,6805.0,6805.0,0.0,0.0,6025.0,6660.0,1.5,5.81,,1.51781082,6358.0,0.90890541,0.97697349,1.461e-05,2.24064662,-12.34262413,39.99,1092725.69531854
2023-05-18,2,BTC-230526-12000-C,BTCUSDT,C,230526-12000,16000.0,16000.0,16000.0,16000.0,0.0,0.0,14655.0,16015.0,5.12,5.49,,4.56748962,15349.0,1.05,0.99999995,0.0,1.23e-05,-7.87e-05,0.01,273.52622088
2023-05-18,3,BTC-230630-24000-P,BTCUSDT,P,230630-24000,655.0,655.0,640.0,640.0,16.52,16.52,515.0,540.0,20.11,20.0,,0.49062848,527.0,0.48577398,-0.19261029,5.987e-05,25.7491714,-14.48834842,8.18,223802.0134066
2023-05-18,3,BTC-231229-35000-P,BTCUSDT,P,231229-35000,0.0,0.0,0.0,0.0,0.0,0.0,530.0,9705.0,4.82,4.9,,0.51601887,8888.0,0.40800943,-0.72840848,3.782e-05,71.26746952,-6.45695005,0.0,0.0
2023-05-18,4,BTC-230929-35000-C,BTCUSDT,C,230929-35000,1110.0,1110.0,1110.0,1110.0,0.02,0.02,1040.0,1090.0,1.5,20.0,,0.50172865,1064.0,0.49697757,0.25023113,3.865e-05,52.61994463,-9.74871485,13.35,364578.6987528
2023-05-18,4,BTC-231229-35000-C,BTCUSDT,C,231229-35000,2480.0,2480.0,2480.0,2480.0,0.0,0.0,1975.0,2160.0,15.0,17.48,,0.5303967,2067.0,0.51865309,0.34234682,3.303e-05,78.77295789,-9.07403314,4.34,118522.21367694
2023-05-18,6,BTC-230929-33000-P,BTCUSDT,P,230929-33000,6190.0,6190.0,6190.0,6190.0,0.0,0.0,6605.0,7090.0,1.5,2.66,,0.4772234,6840.0,0.43287754,-0.72709862,4.657e-05,54.81526854,-8.8510898,20.99,571139.39697909
2023-05-18,7,BTC-230519-27000-P,BTCUSDT,P,230519-27000,430.0,580.0,100.0,105.0,12.89,12.89,80.0,95.0,21.31,2.37,,0.4264015,87.0,0.4098469,-0.24750485,0.0005379,4.53189233,-92.86802676,51.02,1397742.70336943
