date,hour,symbol,underlying,type,strike,open,high,low,close,volume_contracts,volume_usdt,best_bid_price,best_ask_price,best_bid_qty,best_ask_qty,best_buy_iv,best_sell_iv,mark_price,mark_iv,delta,gamma,vega,theta,openinterest_contracts,openinterest_usdt,timestamp
2023-06-29,19,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5055.0,6090.0,2.51,5.64,,0.48409224,5573.0,0.44088662,-0.42441975,2.906e-05,119.78543467,-7.2444161,0.0,0.0,2023-06-29 19:00:00+00:00
2023-06-29,20,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5055.0,6330.0,2.51,4.34,,0.49743652,5694.0,0.44398844,-0.42942811,2.911e-05,119.29015762,-7.26605002,0.0,0.0,2023-06-29 20:00:00+00:00
2023-06-29,21,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5055.0,6330.0,2.51,4.34,,0.4980588,5694.0,0.44462204,-0.42879425,2.905e-05,119.31520314,-7.27877896,0.0,0.0,2023-06-29 21:00:00+00:00
2023-06-29,22,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5175.0,6010.0,4.05,3.06,,0.47078133,5593.0,0.43581158,-0.43117124,2.968e-05,119.39568209,-7.14017415,0.0,0.0,2023-06-29 22:00:00+00:00
2023-06-29,23,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5175.0,6370.0,4.05,5.03,,0.50255299,5774.0,0.45245171,-0.42611609,2.849e-05,119.2716428,-7.40594555,0.0,0.0,2023-06-29 23:00:00+00:00
2023-06-30,0,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5175.0,6375.0,4.05,5.88,,0.50276637,5776.0,0.45244604,-0.42631657,2.85e-05,119.2496017,-7.40533118,0.0,0.0,2023-06-30 00:00:00+00:00
2023-06-30,1,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,4960.0,6035.0,5.53,3.95,,0.47222972,5498.0,0.42722106,-0.4338529,3.034e-05,119.43246593,-7.00398944,0.0,0.0,2023-06-30 01:00:00+00:00
2023-06-30,2,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,4960.0,6045.0,5.53,2.74,,0.48278093,5503.0,0.43754131,-0.42329141,2.922e-05,119.92673555,-7.20369278,0.0,0.0,2023-06-30 02:00:00+00:00
2023-06-30,3,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,4870.0,5970.0,3.4,2.69,,0.47913432,5421.0,0.43334901,-0.42199165,2.941e-05,120.13671795,-7.14798076,0.0,0.0,2023-06-30 03:00:00+00:00
2023-06-30,4,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,4720.0,5735.0,3.7,4.05,,0.46433568,5228.0,0.42223841,-0.42017179,3.002e-05,120.56301158,-6.99022762,0.0,0.0,2023-06-30 04:00:00+00:00
2023-06-30,5,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,4720.0,5820.0,3.7,2.67,,0.46657145,5271.0,0.42084008,-0.42474197,3.033e-05,120.2777268,-6.95138756,0.0,0.0,2023-06-30 05:00:00+00:00
2023-06-30,6,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,4820.0,5910.0,3.5,5.23,,0.47168493,5366.0,0.42628348,-0.42568627,3.003e-05,120.05049951,-7.02880297,0.0,0.0,2023-06-30 06:00:00+00:00
2023-06-30,7,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,4820.0,5920.0,3.5,5.26,,0.47608733,5371.0,0.43033123,-0.42177511,2.959e-05,120.21240397,-7.1059272,0.0,0.0,2023-06-30 07:00:00+00:00
2023-06-30,8,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1e-08,8524.0,0.7,-0.36584309,1.744e-05,115.90781736,-11.14625798,0.0,0.0,2023-06-30 08:00:00+00:00
2023-06-30,9,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5010.0,5830.0,4.88,4.27,,0.46876431,5420.0,0.43463945,-0.42075302,2.928e-05,120.15269381,-7.17514512,0.0,0.0,2023-06-30 09:00:00+00:00
2023-06-30,10,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5125.0,7010.0,4.94,2.76,,0.56934357,6072.0,0.4904294,-0.40809813,2.574e-05,119.46290838,-8.05058341,0.0,0.0,2023-06-30 10:00:00+00:00
2023-06-30,11,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5045.0,5755.0,4.48,4.91,,0.46743095,5400.0,0.43794185,-0.41596472,2.886e-05,120.38771341,-7.2454626,0.0,0.0,2023-06-30 11:00:00+00:00
2023-06-30,12,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5045.0,5685.0,4.48,5.83,,0.46496153,5365.0,0.43841958,-0.41305974,2.869e-05,120.56766915,-7.26504069,0.0,0.0,2023-06-30 12:00:00+00:00
