date,hour,symbol,underlying,type,strike,open,high,low,close,volume_contracts,volume_usdt,best_bid_price,best_ask_price,best_bid_qty,best_ask_qty,best_buy_iv,best_sell_iv,mark_price,mark_iv,delta,gamma,vega,theta,openinterest_contracts,openinterest_usdt,timestamp
2023-07-15,12,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5065.0,6060.0,4.1,4.13,,0.48337877,5563.0,0.44075727,-0.43399209,3.009e-05,116.73486374,-7.37571215,0.0,0.0,2023-07-15 12:00:00+00:00
2023-07-15,13,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5065.0,6085.0,4.1,5.0,,0.48470318,5576.0,0.44098645,-0.43464991,3.011e-05,116.66993984,-7.37632397,0.0,0.0,2023-07-15 13:00:00+00:00
2023-07-15,14,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5065.0,6085.0,4.1,5.0,,0.48319459,5576.0,0.43944389,-0.43629349,3.028e-05,116.58047438,-7.34576294,0.0,0.0,2023-07-15 14:00:00+00:00
2023-07-15,15,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5065.0,6135.0,4.1,4.28,,0.48821688,5601.0,0.44232339,-0.43504442,3.005e-05,116.58553751,-7.39510154,0.0,0.0,2023-07-15 15:00:00+00:00
2023-07-15,16,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5065.0,6150.0,4.1,3.5,,0.48870087,5608.0,0.4421401,-0.43578349,3.009e-05,116.52602353,-7.38914683,0.0,0.0,2023-07-15 16:00:00+00:00
2023-07-15,17,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5065.0,6150.0,4.1,3.5,,0.48885584,5608.0,0.44229507,-0.43564932,3.008e-05,116.52583623,-7.39260842,0.0,0.0,2023-07-15 17:00:00+00:00
2023-07-15,18,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5065.0,6150.0,4.1,3.5,,0.49036026,5608.0,0.4438287,-0.43407814,2.992e-05,116.59783953,-7.423713,0.0,0.0,2023-07-15 18:00:00+00:00
2023-07-15,19,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5065.0,6150.0,4.1,3.5,,0.49056292,5608.0,0.44403166,-0.43389482,2.99e-05,116.60002599,-7.42813499,0.0,0.0,2023-07-15 19:00:00+00:00
2023-07-15,20,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5065.0,6150.0,4.1,3.5,,0.48962891,5608.0,0.44307441,-0.43491891,3.001e-05,116.54174556,-7.40930234,0.0,0.0,2023-07-15 20:00:00+00:00
2023-07-15,21,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5185.0,6150.0,2.64,3.5,,0.48970461,5668.0,0.448277,-0.43364748,2.964e-05,116.47734009,-7.49305554,0.0,0.0,2023-07-15 21:00:00+00:00
2023-07-15,22,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5110.0,6160.0,3.49,4.85,,0.48995495,5636.0,0.44487417,-0.4349878,2.99e-05,116.46862769,-7.4365098,0.0,0.0,2023-07-15 22:00:00+00:00
2023-07-15,23,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5110.0,6165.0,3.49,4.3,,0.49055576,5638.0,0.44525981,-0.43478736,2.987e-05,116.46666127,-7.44372082,0.0,0.0,2023-07-15 23:00:00+00:00
2023-07-16,0,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5110.0,6180.0,3.49,2.28,,0.49226522,5646.0,0.44632733,-0.43422416,2.979e-05,116.47275072,-7.4628501,0.0,0.0,2023-07-16 00:00:00+00:00
2023-07-16,1,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5110.0,6180.0,3.49,2.28,,0.49104273,5646.0,0.44507533,-0.43555169,2.992e-05,116.39867291,-7.43807246,0.0,0.0,2023-07-16 01:00:00+00:00
2023-07-16,2,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,4120.0,7765.0,4.9,5.08,,0.62864304,5957.0,0.4714185,-0.42965168,2.819e-05,116.04620247,-7.85540144,0.0,0.0,2023-07-16 02:00:00+00:00
2023-07-16,3,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,4120.0,7670.0,4.9,5.32,,0.61804771,5908.0,0.46481431,-0.43309658,2.87e-05,115.96381196,-7.74078079,0.0,0.0,2023-07-16 03:00:00+00:00
2023-07-16,4,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5190.0,6180.0,2.99,2.39,,0.48727036,5686.0,0.44464052,-0.43882094,3.01e-05,116.12731626,-7.41614481,0.0,0.0,2023-07-16 04:00:00+00:00
2023-07-16,5,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5190.0,6180.0,2.99,2.39,,0.49012423,5686.0,0.44754922,-0.43582193,2.98e-05,116.27526011,-7.47506354,0.0,0.0,2023-07-16 05:00:00+00:00
2023-07-16,6,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5190.0,6180.0,2.99,2.39,,0.49088478,5686.0,0.4483214,-0.43505006,2.972e-05,116.30770191,-7.49094652,0.0,0.0,2023-07-16 06:00:00+00:00
2023-07-16,7,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5190.0,6320.0,2.99,5.19,,0.5032742,5756.0,0.45466423,-0.43332501,2.928e-05,116.24369106,-7.59365586,0.0,0.0,2023-07-16 07:00:00+00:00
2023-07-16,8,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5115.0,7700.0,3.92,5.92,,0.62468767,6416.0,0.51279247,-0.41896371,2.576e-05,115.57031083,-8.51590223,0.0,0.0,2023-07-16 08:00:00+00:00
2023-07-16,9,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5115.0,6065.0,3.92,5.79,,0.48271775,5590.0,0.44193208,-0.4352413,3.011e-05,116.47093841,-7.39720852,0.0,0.0,2023-07-16 09:00:00+00:00
2023-07-16,10,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5115.0,6065.0,3.92,5.79,,0.48226953,5590.0,0.44147193,-0.43574972,3.016e-05,116.43840945,-7.38832744,0.0,0.0,2023-07-16 10:00:00+00:00
2023-07-16,11,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5115.0,6065.0,3.92,5.79,,0.48287749,5590.0,0.44208884,-0.43513286,3.01e-05,116.46242944,-7.40106453,0.0,0.0,2023-07-16 11:00:00+00:00
2023-07-16,12,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5115.0,6080.0,3.92,2.0,,0.48374295,5598.0,0.44229597,-0.43546505,3.01e-05,116.42352978,-7.40294565,0.0,0.0,2023-07-16 12:00:00+00:00
2023-07-16,13,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5115.0,6095.0,3.92,4.23,,0.48543572,5606.0,0.4433465,-0.4349172,3.002e-05,116.42883893,-7.42175652,0.0,0.0,2023-07-16 13:00:00+00:00
2023-07-16,14,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5115.0,6095.0,3.92,4.23,,0.4890132,5606.0,0.44698894,-0.43116798,2.963e-05,116.60783614,-7.49513405,0.0,0.0,2023-07-16 14:00:00+00:00
2023-07-16,15,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5115.0,6015.0,3.92,2.54,,0.48133016,5565.0,0.44273376,-0.43283494,2.996e-05,116.59897461,-7.42410852,0.0,0.0,2023-07-16 15:00:00+00:00
2023-07-16,16,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5115.0,6040.0,3.92,3.92,,0.4829812,5578.0,0.44329643,-0.43314521,2.994e-05,116.55167048,-7.43141863,0.0,0.0,2023-07-16 16:00:00+00:00
2023-07-16,17,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5195.0,6060.0,2.09,3.04,,0.48541188,5628.0,0.44829458,-0.43143211,2.957e-05,116.52944357,-7.51467507,0.0,0.0,2023-07-16 17:00:00+00:00
2023-07-16,18,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5195.0,6135.0,2.09,4.21,,0.48796415,5665.0,0.44754028,-0.43481748,2.977e-05,116.27713312,-7.48668496,0.0,0.0,2023-07-16 18:00:00+00:00
2023-07-16,19,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5195.0,6135.0,2.09,4.21,,0.48734307,5665.0,0.4469049,-0.43550362,2.984e-05,116.2353363,-7.47426465,0.0,0.0,2023-07-16 19:00:00+00:00
2023-07-16,20,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5195.0,6135.0,2.09,4.21,,0.48792124,5665.0,0.44749081,-0.43492393,2.978e-05,116.25780925,-7.48640839,0.0,0.0,2023-07-16 20:00:00+00:00
2023-07-16,21,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5195.0,6065.0,2.09,3.32,,0.48263669,5630.0,0.44523895,-0.43487666,2.991e-05,116.32484066,-7.45392391,0.0,0.0,2023-07-16 21:00:00+00:00
2023-07-16,22,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5100.0,6080.0,5.84,5.3,,0.48510909,5591.0,0.44301629,-0.43447415,3.003e-05,116.41849457,-7.42357509,0.0,0.0,2023-07-16 22:00:00+00:00
2023-07-16,23,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5100.0,6085.0,5.84,2.73,,0.48220277,5593.0,0.43982565,-0.43801265,3.038e-05,116.22782121,-7.35892166,0.0,0.0,2023-07-16 23:00:00+00:00
2023-07-17,0,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5100.0,6110.0,5.84,5.9,,0.48371077,5606.0,0.44023633,-0.43847913,3.038e-05,116.17126776,-7.36309215,0.0,0.0,2023-07-17 00:00:00+00:00
2023-07-17,1,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5100.0,6110.0,5.84,5.9,,0.48656583,5606.0,0.44314682,-0.43546156,3.007e-05,116.31763674,-7.42199995,0.0,0.0,2023-07-17 01:00:00+00:00
2023-07-17,2,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5100.0,6110.0,5.84,5.9,,0.48556328,5606.0,0.44212043,-0.43656102,3.019e-05,116.25511563,-7.40171756,0.0,0.0,2023-07-17 02:00:00+00:00
2023-07-17,3,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5100.0,6110.0,5.84,5.9,,0.48745632,5606.0,0.44404864,-0.43457812,2.998e-05,116.34801555,-7.44083198,0.0,0.0,2023-07-17 03:00:00+00:00
2023-07-17,4,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5100.0,6110.0,5.84,5.9,,0.48688054,5606.0,0.44345796,-0.43522064,3.005e-05,116.3088115,-7.42932181,0.0,0.0,2023-07-17 04:00:00+00:00
2023-07-17,5,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,6080.0,2.01,4.89,,0.48317313,5586.0,0.44059247,-0.43685553,3.03e-05,116.26002859,-7.37910557,0.0,0.0,2023-07-17 05:00:00+00:00
2023-07-17,6,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,6105.0,2.01,3.91,,0.48570633,5598.0,0.4420498,-0.43622768,3.018e-05,116.2593021,-7.40435582,0.0,0.0,2023-07-17 06:00:00+00:00
2023-07-17,7,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,6125.0,2.01,3.45,,0.48764229,5608.0,0.44312298,-0.43582927,3.01e-05,116.25204586,-7.4227596,0.0,0.0,2023-07-17 07:00:00+00:00
2023-07-17,8,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,6125.0,2.01,3.45,,0.48702955,5608.0,0.44249415,-0.4365131,3.017e-05,116.21049506,-7.41046662,0.0,0.0,2023-07-17 08:00:00+00:00
2023-07-17,9,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,6125.0,2.01,3.45,,0.48416018,5608.0,0.43956101,-0.43961598,3.049e-05,116.04477136,-7.35173026,0.0,0.0,2023-07-17 09:00:00+00:00
2023-07-17,10,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,6205.0,2.01,5.34,,0.49045444,5648.0,0.44237286,-0.43946835,3.031e-05,115.96237476,-7.39439334,0.0,0.0,2023-07-17 10:00:00+00:00
2023-07-17,11,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,5950.0,2.01,4.79,,0.46833992,5520.0,0.43129146,-0.44230562,3.113e-05,116.0723307,-7.21686738,0.0,0.0,2023-07-17 11:00:00+00:00
2023-07-17,12,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,6070.0,2.01,5.81,,0.4803586,5580.0,0.43814957,-0.43926823,3.057e-05,116.09849892,-7.3341592,0.0,0.0,2023-07-17 12:00:00+00:00
2023-07-17,13,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5090.0,5930.0,2.01,2.88,,0.47126174,5510.0,0.43515265,-0.43755314,3.068e-05,116.32101115,-7.29883123,0.0,0.0,2023-07-17 13:00:00+00:00
2023-07-17,14,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5010.0,5930.0,3.19,2.88,,0.47091365,5470.0,0.43136895,-0.43879073,3.097e-05,116.33180263,-7.2369079,0.0,0.0,2023-07-17 14:00:00+00:00
2023-07-17,15,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5010.0,5930.0,3.19,2.88,,0.46718121,5470.0,0.42756259,-0.44288926,3.14e-05,116.11626066,-7.16062039,0.0,0.0,2023-07-17 15:00:00+00:00
2023-07-17,16,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5115.0,5930.0,3.76,2.88,,0.46610713,5523.0,0.43097496,-0.44295294,3.119e-05,115.99890011,-7.2113405,0.0,0.0,2023-07-17 16:00:00+00:00
2023-07-17,17,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5115.0,6030.0,3.76,5.07,,0.4704988,5573.0,0.43095291,-0.44652998,3.135e-05,115.69873499,-7.19317689,0.0,0.0,2023-07-17 17:00:00+00:00
2023-07-17,18,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5190.0,6030.0,4.63,5.07,,0.46179652,5610.0,0.42531222,-0.45529498,3.21e-05,115.1282952,-7.06487473,0.0,0.0,2023-07-17 18:00:00+00:00
2023-07-17,19,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5305.0,6095.0,2.64,2.92,,0.47109962,5700.0,0.43682963,-0.44916539,3.11e-05,115.26924464,-7.26594797,0.0,0.0,2023-07-17 19:00:00+00:00
2023-07-17,20,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5305.0,6180.0,2.64,3.32,,0.47964811,5743.0,0.44169784,-0.44696103,3.07e-05,115.29164396,-7.3492341,0.0,0.0,2023-07-17 20:00:00+00:00
2023-07-17,21,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5215.0,6180.0,2.6,3.32,,0.49153805,5698.0,0.44993877,-0.43531387,2.97e-05,115.99687719,-7.53305138,0.0,0.0,2023-07-17 21:00:00+00:00
2023-07-17,22,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5125.0,6180.0,4.47,3.32,,0.48631191,5653.0,0.44073224,-0.44186147,3.054e-05,115.74348794,-7.36367883,0.0,0.0,2023-07-17 22:00:00+00:00
2023-07-17,23,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5125.0,6190.0,4.47,4.88,,0.48850656,5658.0,0.44251919,-0.44035866,3.037e-05,115.80489136,-7.39834718,0.0,0.0,2023-07-17 23:00:00+00:00
2023-07-18,0,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5125.0,6190.0,4.47,4.88,,0.48966169,5658.0,0.44369638,-0.43915442,3.024e-05,115.86061545,-7.42249076,0.0,0.0,2023-07-18 00:00:00+00:00
2023-07-18,1,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5125.0,6105.0,4.47,2.15,,0.48412919,5616.0,0.44188201,-0.43813585,3.031e-05,115.99412883,-7.40154766,0.0,0.0,2023-07-18 01:00:00+00:00
2023-07-18,2,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5125.0,6105.0,4.47,2.15,,0.48058987,5615.0,0.43826759,-0.44196536,3.07e-05,115.7887631,-7.32889064,0.0,0.0,2023-07-18 02:00:00+00:00
2023-07-18,3,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5125.0,6110.0,4.47,4.8,,0.47936201,5618.0,0.43678492,-0.44373706,3.087e-05,115.68318899,-7.29831552,0.0,0.0,2023-07-18 03:00:00+00:00
2023-07-18,4,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,6140.0,5.2,3.86,,0.48360348,5670.0,0.4429841,-0.44085445,3.037e-05,115.71853041,-7.40505133,0.0,0.0,2023-07-18 04:00:00+00:00
2023-07-18,5,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,6160.0,5.2,5.6,,0.48285007,5680.0,0.44130921,-0.44333419,3.058e-05,115.55919619,-7.36778275,0.0,0.0,2023-07-18 05:00:00+00:00
2023-07-18,6,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,6085.0,5.2,5.96,,0.47387481,5643.0,0.43554097,-0.44686957,3.109e-05,115.44199728,-7.26498036,0.0,0.0,2023-07-18 06:00:00+00:00
2023-07-18,7,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5095.0,6130.0,4.53,5.56,,0.47712088,5613.0,0.43227941,-0.44831363,3.136e-05,115.41993804,-7.21006659,0.0,0.0,2023-07-18 07:00:00+00:00
2023-07-18,8,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1e-08,9742.0,0.8,-0.36383507,1.606e-05,109.74118842,-12.68837015,0.0,0.0,2023-07-18 08:00:00+00:00
2023-07-18,9,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5215.0,6160.0,4.42,2.82,,0.47952652,5688.0,0.43855131,-0.44687877,3.091e-05,115.32423206,-7.3103721,0.0,0.0,2023-07-18 09:00:00+00:00
2023-07-18,10,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5215.0,6160.0,4.42,2.82,,0.48082471,5688.0,0.43987334,-0.44550552,3.077e-05,115.39188714,-7.33759492,0.0,0.0,2023-07-18 10:00:00+00:00
2023-07-18,11,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5100.0,6045.0,4.45,2.17,,0.46663404,5573.0,0.42562574,-0.4527942,3.2e-05,115.23180209,-7.09093295,0.0,0.0,2023-07-18 11:00:00+00:00
2023-07-18,12,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5100.0,6060.0,4.45,2.8,,0.46395183,5580.0,0.4221952,-0.45710724,3.241e-05,114.96579296,-7.01838832,0.0,0.0,2023-07-18 12:00:00+00:00
2023-07-18,13,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5270.0,6115.0,2.25,5.4,,0.47073722,5693.0,0.43399245,-0.45219471,3.143e-05,114.99147955,-7.21698218,0.0,0.0,2023-07-18 13:00:00+00:00
2023-07-18,14,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5270.0,6115.0,2.25,5.4,,0.4744184,5693.0,0.43774188,-0.44821314,3.103e-05,115.20605393,-7.29379474,0.0,0.0,2023-07-18 14:00:00+00:00
2023-07-18,15,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5270.0,6315.0,2.25,2.85,,0.49142003,5793.0,0.44601202,-0.44639405,3.045e-05,115.08185623,-7.42447774,0.0,0.0,2023-07-18 15:00:00+00:00
2023-07-18,16,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5375.0,6260.0,5.63,4.32,,0.47849059,5818.0,0.43985903,-0.45462471,3.118e-05,114.5546086,-7.28938555,0.0,0.0,2023-07-18 16:00:00+00:00
2023-07-18,17,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5375.0,6125.0,5.63,4.91,,0.4714191,5750.0,0.4387787,-0.45115362,3.11e-05,114.89662243,-7.2940712,0.0,0.0,2023-07-18 17:00:00+00:00
2023-07-18,18,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5375.0,6185.0,5.63,4.04,,0.47986746,5780.0,0.44466436,-0.44701242,3.056e-05,115.05504388,-7.4029966,0.0,0.0,2023-07-18 18:00:00+00:00
2023-07-18,19,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5375.0,6215.0,5.63,4.07,,0.47503352,5795.0,0.43837368,-0.45474867,3.128e-05,114.57733072,-7.26884009,0.0,0.0,2023-07-18 19:00:00+00:00
2023-07-18,20,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5375.0,6270.0,5.63,3.98,,0.48245788,5823.0,0.44344246,-0.45127086,3.082e-05,114.70846039,-7.36219041,0.0,0.0,2023-07-18 20:00:00+00:00
2023-07-18,21,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5375.0,6270.0,5.63,3.98,,0.48335195,5823.0,0.44435203,-0.45033726,3.073e-05,114.75455917,-7.3811464,0.0,0.0,2023-07-18 21:00:00+00:00
2023-07-18,22,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5375.0,6270.0,5.63,3.98,,0.48413634,5823.0,0.44515014,-0.44952347,3.065e-05,114.79361811,-7.39781297,0.0,0.0,2023-07-18 22:00:00+00:00
2023-07-18,23,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5375.0,6270.0,5.63,3.98,,0.48568726,5823.0,0.44672936,-0.4478907,3.048e-05,114.87830213,-7.43043082,0.0,0.0,2023-07-18 23:00:00+00:00
2023-07-19,0,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5265.0,6200.0,2.03,5.52,,0.48716307,5733.0,0.44664651,-0.44187228,3.023e-05,115.39386032,-7.46329385,0.0,0.0,2023-07-19 00:00:00+00:00
2023-07-19,1,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5265.0,6200.0,2.03,5.52,,0.48522353,5733.0,0.44466436,-0.44397387,3.044e-05,115.27428171,-7.42336899,0.0,0.0,2023-07-19 01:00:00+00:00
2023-07-19,2,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5265.0,6200.0,2.03,5.52,,0.48588276,5733.0,0.44533402,-0.44330049,3.037e-05,115.30355418,-7.43733397,0.0,0.0,2023-07-19 02:00:00+00:00
2023-07-19,3,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5265.0,6200.0,2.03,5.52,,0.48733711,5733.0,0.4468143,-0.44178194,3.022e-05,115.37777003,-7.46775987,0.0,0.0,2023-07-19 03:00:00+00:00
2023-07-19,4,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5175.0,6110.0,2.34,5.36,,0.48099875,5643.0,0.44053257,-0.44220243,3.062e-05,115.53791019,-7.37388051,0.0,0.0,2023-07-19 04:00:00+00:00
2023-07-19,5,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5175.0,6110.0,2.34,5.36,,0.48110545,5643.0,0.44063836,-0.44211917,3.061e-05,115.53531251,-7.37637614,0.0,0.0,2023-07-19 05:00:00+00:00
2023-07-19,6,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5175.0,6110.0,2.34,5.36,,0.478971,5643.0,0.43845803,-0.44444857,3.085e-05,115.40495482,-7.33248066,0.0,0.0,2023-07-19 06:00:00+00:00
2023-07-19,7,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5175.0,6110.0,2.34,5.36,,0.47738075,5643.0,0.43683231,-0.44620121,3.103e-05,115.30401017,-7.29978482,0.0,0.0,2023-07-19 07:00:00+00:00
2023-07-19,8,BTC-240628-31000-P,BTCUSDT,P,240628-31000,0.0,0.0,0.0,0.0,0.0,0.0,5175.0,6110.0,2.34,5.36,,0.47450483,5643.0,0.43389291,-0.4493655,3.135e-05,115.12490455,-7.24027699,0.0,0.0,2023-07-19 08:00:00+00:00
