date,hour,symbol,underlying,type,strike,open,high,low,close,volume_contracts,volume_usdt,best_bid_price,best_ask_price,best_bid_qty,best_ask_qty,best_buy_iv,best_sell_iv,mark_price,mark_iv,delta,gamma,vega,theta,openinterest_contracts,openinterest_usdt,timestamp,strike_price,spot_price
2023-06-01,0,BTC-230602-29000-C,BTCUSDT,C,230602-29000,55.0,60.0,10.0,20.0,5.01,5.01,10.0,20.0,12.33,3.4,,0.6782198,14.0,0.63891977,0.0359432,7.678e-05,1.27141838,-31.44463672,81.12,2194553.01519973,2023-06-01 00:00:00+00:00,29000,27065.77
2023-06-01,1,BTC-230602-29000-C,BTCUSDT,C,230602-29000,10.0,30.0,10.0,20.0,1.71,1.71,10.0,20.0,2.39,3.4,,0.68418264,14.0,0.64445913,0.0361655,7.772e-05,1.25788769,-32.42568757,81.12,2197176.99611467,2023-06-01 01:00:00+00:00,29000,27078.56
2023-06-01,2,BTC-230602-29000-C,BTCUSDT,C,230602-29000,10.0,30.0,10.0,20.0,1.71,1.71,5.0,10.0,2.39,0.87,,0.71562469,7.0,0.6808567,0.01914224,4.457e-05,0.71714602,-20.20423436,81.12,2167242.9435432,2023-06-01 02:00:00+00:00,29000,26719.26
2023-06-01,3,BTC-230602-29000-C,BTCUSDT,C,230602-29000,10.0,30.0,10.0,10.0,1.73,1.73,5.0,15.0,2.39,12.96,,0.76042414,9.0,0.70086867,0.0233403,5.199e-05,0.83530244,-25.08992154,81.14,2173011.36390972,2023-06-01 03:00:00+00:00,29000,26779.94
2023-06-01,4,BTC-230602-29000-C,BTCUSDT,C,230602-29000,30.0,30.0,5.0,5.0,9.17,9.17,5.0,10.0,2.4,7.47,,0.7165271,7.0,0.68144917,0.01968307,4.71e-05,0.71086796,-21.52957337,81.16,2175727.5214758,2023-06-01 04:00:00+00:00,29000,26804.15
2023-06-01,5,BTC-230602-29000-C,BTCUSDT,C,230602-29000,30.0,30.0,5.0,5.0,9.17,9.17,0.0,10.0,0.0,2.44,,0.71744025,31.0,0.88372012,0.05749144,8.911e-05,1.68504814,-68.72746331,81.16,2178751.09862822,2023-06-01 05:00:00+00:00,29000,26849.2
2023-06-01,6,BTC-230602-29000-C,BTCUSDT,C,230602-29000,20.0,20.0,5.0,5.0,8.26,8.26,0.0,15.0,0.0,14.58,,0.80338538,31.0,0.92669269,0.05705697,8.636e-05,1.63855688,-72.88424674,81.16,2173852.45494274,2023-06-01 06:00:00+00:00,29000,26785.13
2023-06-01,7,BTC-230602-29000-C,BTCUSDT,C,230602-29000,20.0,20.0,5.0,5.0,8.26,8.26,0.0,5.0,0.0,0.61,,0.68636358,21.0,0.86818179,0.04357765,7.583e-05,1.29584065,-56.25061152,81.16,2175642.18753306,2023-06-01 07:00:00+00:00,29000,26802.67
2023-06-01,8,BTC-230602-29000-C,BTCUSDT,C,230602-29000,20.0,20.0,5.0,5.0,9.3,9.3,0.0,5.0,0.0,5.07,,0.66940606,22.0,0.85970303,0.04716554,8.303e-05,1.35746648,-60.88716262,81.59,2195760.57791361,2023-06-01 08:00:00+00:00,29000,26912.53
2023-06-01,9,BTC-230602-29000-C,BTCUSDT,C,230602-29000,20.0,20.0,5.0,5.0,9.3,9.3,0.0,5.0,0.0,7.47,,0.68591177,21.0,0.86795589,0.04464903,8.047e-05,1.27017833,-60.13259544,81.59,2195380.22346454,2023-06-01 09:00:00+00:00,29000,26908.63
2023-06-01,10,BTC-230602-29000-C,BTCUSDT,C,230602-29000,20.0,20.0,5.0,5.0,9.3,9.3,0.0,5.0,0.0,6.97,,0.7160598,18.0,0.8830299,0.04009152,7.434e-05,1.13548729,-57.29462666,81.59,2191824.45874,2023-06-01 10:00:00+00:00,29000,26860.0
