date,hour,symbol,underlying,type,strike,open,high,low,close,volume_contracts,volume_usdt,best_bid_price,best_ask_price,best_bid_qty,best_ask_qty,best_buy_iv,best_sell_iv,mark_price,mark_iv,delta,gamma,vega,theta,openinterest_contracts,openinterest_usdt
2023-09-07,9,BTC-230910-25500-C,BTCUSDT,C,230910-25500,0.0,0.0,0.0,0.0,0.0,0.0,385.0,400.0,1.6,1.59,,0.29031694,392.0,0.28153569,0.64773283,0.0005732,8.54141672,-41.22349824,0.0,0.0
2023-09-07,10,BTC-230910-25500-C,BTCUSDT,C,230910-25500,0.0,0.0,0.0,0.0,0.0,0.0,385.0,395.0,1.59,8.22,,0.29316485,389.0,0.28732568,0.64011978,0.00056874,8.56298605,-42.570292,0.0,0.0
2023-09-07,9,BTC-230910-25500-P,BTCUSDT,P,230910-25500,0.0,0.0,0.0,0.0,0.0,0.0,160.0,165.0,2.65,2.46,,0.29191673,162.0,0.28899968,-0.35566458,0.00056031,8.57069889,-42.46147506,0.0,0.0
2023-09-07,8,BTC-230910-25500-P,BTCUSDT,P,230910-25500,0.0,0.0,0.0,0.0,0.0,0.0,155.0,160.0,2.59,2.65,,0.28790653,157.0,0.28499305,-0.34950513,0.00056044,8.58083255,-41.3318551,0.0,0.0
2023-09-07,10,BTC-230910-25500-P,BTCUSDT,P,230910-25500,0.0,0.0,0.0,0.0,0.0,0.0,155.0,165.0,12.65,2.67,,0.28916001,159.0,0.28331071,-0.35811433,0.00057582,8.54838761,-41.90387154,0.0,0.0
2023-09-07,8,BTC-230910-25500-C,BTCUSDT,C,230910-25500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,0.0,3.1,,0.41243434,677.0,0.59371717,0.58167042,0.0002838,9.05240068,-90.83737494,0.0,0.0
