date,hour,symbol,underlying,type,strike,open,high,low,close,volume_contracts,volume_usdt,best_bid_price,best_ask_price,best_bid_qty,best_ask_qty,best_buy_iv,best_sell_iv,mark_price,mark_iv,delta,gamma,vega,theta,openinterest_contracts,openinterest_usdt,timestamp,strike_price,spot_price
2023-10-20,10,BTC-231103-31000-C,BTCUSDT,C,231103-31000,0.0,0.0,0.0,0.0,0.0,0.0,520.0,670.0,2.5,2.73,,0.48758268,594.4,0.45281827,0.35110604,0.00014069,21.58474795,-35.22147808,0.0,0.0,2023-10-20 10:00:00+00:00,31000,29850.01
2023-10-20,11,BTC-231103-31000-C,BTCUSDT,C,231103-31000,0.0,0.0,0.0,0.0,0.0,0.0,515.0,535.0,1.5,2.5,,0.42798936,524.9,0.42327374,0.33670658,0.00014845,21.20598192,-32.44311259,0.0,0.0,2023-10-20 11:00:00+00:00,31000,29839.99
2023-10-20,12,BTC-231103-31000-C,BTCUSDT,C,231103-31000,0.0,0.0,0.0,0.0,0.0,0.0,415.0,445.0,16.66,19.48,,0.43541014,429.9,0.42778581,0.29119368,0.00013975,19.67478646,-30.51330807,0.0,0.0,2023-10-20 12:00:00+00:00,31000,29509.21
2023-10-20,13,BTC-231103-31000-C,BTCUSDT,C,231103-31000,435.0,435.0,430.0,435.0,16.98,16.98,435.0,460.0,1.5,2.5,,0.42229772,447.4,0.41609883,0.30517978,0.0001463,20.16534074,-30.5118825,16.98,503493.24576915,2023-10-20 13:00:00+00:00,31000,29654.64
2023-10-20,14,BTC-231103-31000-C,BTCUSDT,C,231103-31000,435.0,435.0,430.0,435.0,16.98,16.98,405.0,430.0,2.5,8.33,,0.41838706,417.4,0.41204512,0.2927045,0.00014553,19.71054461,-29.62295521,16.98,502018.51037797,2023-10-20 14:00:00+00:00,31000,29586.19
2023-10-20,15,BTC-231103-31000-C,BTCUSDT,C,231103-31000,435.0,435.0,430.0,435.0,16.98,16.98,380.0,400.0,1.5,8.33,,0.40871799,389.9,0.40354848,0.28291866,0.00014661,19.34493707,-28.56078044,16.98,501747.97419559,2023-10-20 15:00:00+00:00,31000,29550.98
2023-10-20,16,BTC-231103-31000-C,BTCUSDT,C,231103-31000,435.0,435.0,430.0,435.0,16.98,16.98,365.0,385.0,1.5,8.33,,0.40980875,374.9,0.40454865,0.274911,0.00014472,19.0111076,-28.22352766,16.98,500772.19517136,2023-10-20 16:00:00+00:00,31000,29492.87
2023-10-20,17,BTC-231103-31000-C,BTCUSDT,C,231103-31000,435.0,435.0,430.0,435.0,16.98,16.98,370.0,390.0,1.5,8.33,,0.40980041,379.9,0.40456295,0.2778064,0.00014557,19.09422511,-28.43488144,16.98,501183.35187695,2023-10-20 17:00:00+00:00,31000,29516.38
2023-10-20,18,BTC-231103-31000-C,BTCUSDT,C,231103-31000,435.0,435.0,430.0,435.0,16.98,16.98,355.0,375.0,1.5,8.33,,0.40683031,364.9,0.40151983,0.27148895,0.00014539,18.8311065,-27.91774639,16.98,500694.44729678,2023-10-20 18:00:00+00:00,31000,29485.76
2023-10-20,19,BTC-231103-31000-C,BTCUSDT,C,231103-31000,435.0,435.0,430.0,435.0,16.98,16.98,370.0,405.0,1.5,8.33,,0.41264176,387.4,0.40353864,0.28272573,0.00014743,19.22547878,-28.734137,16.98,501900.56841763,2023-10-20 19:00:00+00:00,31000,29561.41
2023-10-20,20,BTC-231103-31000-C,BTCUSDT,C,231103-31000,435.0,435.0,430.0,435.0,16.98,16.98,365.0,380.0,1.5,2.5,,0.39767504,372.4,0.39374918,0.27959944,0.00015043,19.10446983,-27.94685874,16.98,502216.43187034,2023-10-20 20:00:00+00:00,31000,29580.92
2023-10-20,21,BTC-231103-31000-C,BTCUSDT,C,231103-31000,435.0,435.0,430.0,435.0,16.98,16.98,375.0,400.0,1.5,8.33,,0.4030174,387.4,0.39654911,0.28655589,0.00015118,19.32602682,-28.56041754,16.98,502810.94085492,2023-10-20 21:00:00+00:00,31000,29614.79
2023-10-20,22,BTC-231103-31000-C,BTCUSDT,C,231103-31000,435.0,435.0,430.0,435.0,16.98,16.98,380.0,425.0,1.5,23.33,,0.40786028,402.3,0.39637297,0.29475096,0.0001532,19.58961718,-29.02724524,16.98,503436.18737136,2023-10-20 22:00:00+00:00,31000,29661.67
2023-10-20,23,BTC-231103-31000-C,BTCUSDT,C,231103-31000,435.0,435.0,430.0,435.0,16.98,16.98,375.0,400.0,1.5,3.03,,0.39607227,387.4,0.38963675,0.29044848,0.00015504,19.42458701,-28.3819743,16.98,503776.13443508,2023-10-20 23:00:00+00:00,31000,29669.04
