date,hour,symbol,underlying,type,strike,open,high,low,close,volume_contracts,volume_usdt,best_bid_price,best_ask_price,best_bid_qty,best_ask_qty,best_buy_iv,best_sell_iv,mark_price,mark_iv,delta,gamma,vega,theta,openinterest_contracts,openinterest_usdt,timestamp,strike_price,spot_price
2023-07-15,8,BTC-230718-28000-P,BTCUSDT,P,230718-28000,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,2.47,5.28,,0.51988006,16.0,0.48133045,-0.03168114,5.418e-05,1.94289046,-15.805668,0.0,0.0,2023-07-15 08:00:00+00:00,28000,30316.19
2023-07-15,9,BTC-230718-28000-P,BTCUSDT,P,230718-28000,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,5.08,5.86,,0.48207939,9.0,0.44474125,-0.02032868,4.069e-05,1.33189032,-10.15447221,0.0,0.0,2023-07-15 09:00:00+00:00,28000,30350.06
2023-07-15,10,BTC-230718-28000-P,BTCUSDT,P,230718-28000,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,5.08,5.86,,0.4815501,9.0,0.44417679,-0.02050055,4.136e-05,1.33073253,-10.27961965,0.0,0.0,2023-07-15 10:00:00+00:00,28000,30325.43
2023-07-15,11,BTC-230718-28000-P,BTCUSDT,P,230718-28000,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,5.08,8.36,,0.482952,9.0,0.44542938,-0.02059198,4.172e-05,1.3254795,-10.41891362,0.0,0.0,2023-07-15 11:00:00+00:00,28000,30311.99
2023-07-15,12,BTC-230718-28000-P,BTCUSDT,P,230718-28000,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,5.08,8.36,,0.49269855,9.0,0.45453668,-0.02033099,4.07e-05,1.30314847,-10.60882962,0.0,0.0,2023-07-15 12:00:00+00:00,28000,30351.1
2023-07-15,13,BTC-230718-28000-P,BTCUSDT,P,230718-28000,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,5.08,8.36,,0.49250305,9.0,0.45428216,-0.02049485,4.134e-05,1.30121203,-10.74749896,0.0,0.0,2023-07-15 13:00:00+00:00,28000,30324.99
2023-07-15,14,BTC-230718-28000-P,BTCUSDT,P,230718-28000,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,5.08,5.86,,0.48919857,9.0,0.45109987,-0.02079546,4.253e-05,1.30552846,-10.87239148,0.0,0.0,2023-07-15 14:00:00+00:00,28000,30284.48
2023-07-15,15,BTC-230718-28000-P,BTCUSDT,P,230718-28000,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,5.08,5.86,,0.49618423,9.0,0.45760274,-0.02066048,4.199e-05,1.28911851,-11.06065506,0.0,0.0,2023-07-15 15:00:00+00:00,28000,30303.41
2023-07-15,16,BTC-230718-28000-P,BTCUSDT,P,230718-28000,15.0,15.0,15.0,15.0,0.09,0.09,5.0,15.0,5.08,3.07,,0.49617946,9.0,0.45752347,-0.02082611,4.265e-05,1.28671141,-11.2132965,0.09,2725.19512405,2023-07-15 16:00:00+00:00,28000,30280.01
2023-07-15,17,BTC-230718-28000-P,BTCUSDT,P,230718-28000,15.0,15.0,15.0,15.0,0.09,0.09,5.0,15.0,5.08,3.07,,0.50075829,9.0,0.46175718,-0.02080114,4.255e-05,1.2753073,-11.397671,0.09,2725.47338242,2023-07-15 17:00:00+00:00,28000,30283.13
2023-07-15,18,BTC-230718-28000-P,BTCUSDT,P,230718-28000,15.0,15.0,15.0,15.0,0.09,0.09,5.0,15.0,5.08,8.49,,0.51187396,9.0,0.4721418,-0.02051187,4.14e-05,1.25173182,-11.6260766,0.09,2729.14113956,2023-07-15 18:00:00+00:00,28000,30321.99
2023-07-15,19,BTC-230718-28000-P,BTCUSDT,P,230718-28000,15.0,15.0,15.0,15.0,0.09,0.09,5.0,10.0,5.08,3.89,,0.4835254,7.0,0.46012759,-0.01713859,3.676e-05,1.06558552,-9.80606063,0.09,2729.56523736,2023-07-15 19:00:00+00:00,28000,30326.47
2023-07-15,20,BTC-230718-28000-P,BTCUSDT,P,230718-28000,15.0,15.0,15.0,15.0,0.09,0.09,0.0,10.0,0.0,4.79,,0.483163,44.0,0.6415815,-0.06338533,7.793e-05,3.09211278,-40.34914605,0.09,2727.22194684,2023-07-15 20:00:00+00:00,28000,30302.01
2023-07-15,21,BTC-230718-28000-P,BTCUSDT,P,230718-28000,15.0,15.0,15.0,15.0,0.09,0.09,0.0,10.0,0.0,4.64,,0.48752367,43.0,0.64376184,-0.0623462,7.733e-05,3.02669942,-40.31286032,0.09,2727.30657363,2023-07-15 21:00:00+00:00,28000,30302.98
2023-07-15,22,BTC-230718-28000-P,BTCUSDT,P,230718-28000,15.0,15.0,15.0,15.0,0.09,0.09,0.0,10.0,0.0,7.54,,0.48877537,43.0,0.64438769,-0.06229973,7.793e-05,2.99700873,-40.65739172,0.09,2725.72652967,2023-07-15 22:00:00+00:00,28000,30285.42
2023-07-15,23,BTC-230718-28000-P,BTCUSDT,P,230718-28000,15.0,15.0,15.0,15.0,0.09,0.09,0.0,10.0,0.0,7.54,,0.49378335,42.0,0.64689168,-0.06110176,7.713e-05,2.92628041,-40.56379402,0.09,2725.63152527,2023-07-15 23:00:00+00:00,28000,30289.52
