date,hour,symbol,underlying,type,strike,open,high,low,close,volume_contracts,volume_usdt,best_bid_price,best_ask_price,best_bid_qty,best_ask_qty,best_buy_iv,best_sell_iv,mark_price,mark_iv,delta,gamma,vega,theta,openinterest_contracts,openinterest_usdt,timestamp,strike_price,spot_price
2023-06-01,0,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1805.0,2135.0,1.5,5.66,,0.49329996,2039.0,0.39664998,-0.87001512,0.00013074,8.62815081,-20.63726409,4.99,134995.30998332,2023-06-01 00:00:00+00:00,29000,27065.77
2023-06-01,1,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1755.0,2045.0,1.5,3.32,,0.42030334,1993.0,0.36015167,-0.89209562,0.00012648,7.55042232,-16.48054301,4.99,135156.72103812,2023-06-01 01:00:00+00:00,29000,27078.56
2023-06-01,2,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1e-08,3119.0,1.05,-0.67060563,8.602e-05,14.49989061,-92.74028634,4.99,133315.36351431,2023-06-01 02:00:00+00:00,29000,26719.26
2023-06-01,3,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2025.0,2390.0,1.5,4.87,,0.51830292,2296.0,0.40915146,-0.89797942,0.00010865,7.13358162,-17.86966035,4.99,133637.29692856,2023-06-01 03:00:00+00:00,29000,26779.94
2023-06-01,4,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1795.0,2360.0,5.93,4.79,,0.510602,2270.0,0.405301,-0.89806845,0.00010979,7.11754606,-17.75227333,4.99,133771.32001188,2023-06-01 04:00:00+00:00,29000,26804.15
2023-06-01,5,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1965.0,2325.0,1.5,5.6,,0.51329613,2231.0,0.40664806,-0.89304319,0.00011341,7.36310346,-18.52074727,4.99,133957.22008569,2023-06-01 05:00:00+00:00,29000,26849.2
2023-06-01,6,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2010.0,2390.0,2.26,5.6,,0.52604675,2293.0,0.41302338,-0.8970994,0.00010912,7.12428255,-18.29528082,4.99,133656.03437856,2023-06-01 06:00:00+00:00,29000,26785.13
2023-06-01,7,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2010.0,2355.0,2.26,3.83,,0.50690651,2269.0,0.40345325,-0.90127604,0.0001086,6.89896745,-17.39629279,4.99,133766.07338332,2023-06-01 07:00:00+00:00,29000,26802.67
2023-06-01,8,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2020.0,2360.0,2.5,4.39,,0.59819221,2207.0,0.44909611,-0.86276385,0.00012303,8.72599878,-24.62077311,4.99,134291.52204668,2023-06-01 08:00:00+00:00,29000,26912.53
2023-06-01,9,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2000.0,2315.0,1.5,1.5,,0.5558157,2192.0,0.42790785,-0.87621263,0.00012057,8.10238392,-21.89724337,4.99,134268.27086444,2023-06-01 09:00:00+00:00,29000,26908.63
2023-06-01,10,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2020.0,2315.0,1.5,5.2,,0.52044868,2219.0,0.41022434,-0.89265592,0.00011415,7.28995345,-18.98737756,4.99,134050.85434668,2023-06-01 10:00:00+00:00,29000,26860.0
2023-06-01,11,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2010.0,2345.0,2.5,4.85,,0.57352066,2213.0,0.43676033,-0.87451422,0.00011997,8.13149291,-22.66920179,4.99,134161.65119776,2023-06-01 11:00:00+00:00,29000,26892.96
2023-06-01,12,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1795.0,2230.0,2.5,5.85,,0.50385475,2141.0,0.40192738,-0.88963172,0.00011914,7.41939153,-19.13616345,4.99,134465.59098888,2023-06-01 12:00:00+00:00,29000,26941.79
2023-06-01,13,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2035.0,2360.0,4.0,5.32,,0.59253693,2216.0,0.44626846,-0.87007816,0.00012091,8.28677063,-23.85883143,4.99,134304.20551776,2023-06-01 13:00:00+00:00,29000,26891.74
2023-06-01,14,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2035.0,2305.0,2.5,4.16,,0.5444479,2194.0,0.42222395,-0.88424339,0.00011816,7.62230205,-20.87554795,4.99,134184.73826444,2023-06-01 14:00:00+00:00,29000,26898.08
2023-06-01,15,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1720.0,2280.0,4.28,3.84,,0.51704407,2187.0,0.40852203,-0.89344917,0.00011542,7.16243714,-19.08266719,4.99,134132.27451332,2023-06-01 15:00:00+00:00,29000,26894.48
2023-06-01,16,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1760.0,2055.0,2.5,5.27,,0.45885563,1986.0,0.37942781,-0.88750624,0.00012861,7.48220921,-18.61609167,4.99,135280.57220444,2023-06-01 16:00:00+00:00,29000,27092.08
2023-06-01,17,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1770.0,2195.0,2.5,3.32,,0.48882961,2116.0,0.39441481,-0.89541909,0.0001183,7.04520842,-18.32129851,4.99,134519.00394888,2023-06-01 17:00:00+00:00,29000,26956.94
2023-06-01,18,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2000.0,2215.0,1.5,1.5,,0.51614285,2120.0,0.40807142,-0.88716826,0.00012107,7.42187536,-20.0794514,4.99,134518.16895556,2023-06-01 18:00:00+00:00,29000,26964.77
2023-06-01,19,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2090.0,2290.0,1.5,1.5,,0.50521851,2208.0,0.40260925,-0.90304749,0.00011067,6.60586237,-17.73051472,4.99,134014.82876444,2023-06-01 19:00:00+00:00,29000,26862.68
2023-06-01,20,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2095.0,2300.0,1.5,1.5,,0.51941872,2210.0,0.40970936,-0.89936892,0.00011206,6.77001252,-18.59485932,4.99,134043.38930668,2023-06-01 20:00:00+00:00,29000,26863.0
2023-06-01,21,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2055.0,2265.0,2.5,4.36,,0.50858498,2181.0,0.40429249,-0.89999977,0.00011324,6.72717999,-18.33535342,4.99,134182.25878888,2023-06-01 21:00:00+00:00,29000,26889.84
2023-06-01,22,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2065.0,2265.0,1.5,1.5,,0.50367832,2184.0,0.40183916,-0.90285317,0.00011189,6.56591526,-17.88771348,4.99,134199.15714668,2023-06-01 22:00:00+00:00,29000,26880.97
2023-06-01,23,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1965.0,2325.0,2.5,2.27,,0.50681591,2247.0,0.40340796,-0.91009406,0.00010583,6.1674579,-16.96362037,4.99,133778.21072668,2023-06-01 23:00:00+00:00,29000,26817.93
2023-06-02,0,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,2145.0,2380.0,2.5,5.46,,0.53617954,2288.0,0.41808977,-0.90634042,0.00010569,6.33068671,-18.14939626,4.99,133577.36433556,2023-06-02 00:00:00+00:00,29000,26786.03
2023-06-02,1,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1990.0,2315.0,2.5,4.5,,0.48770905,2249.0,0.39385452,-0.91774481,0.00010203,5.73541079,-15.57871638,4.99,133770.42521776,2023-06-02 01:00:00+00:00,29000,26811.9
2023-06-02,2,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1790.0,2190.0,2.5,3.01,,0.49751282,2111.0,0.39875641,-0.8986275,0.00011733,6.71550541,-18.57465794,4.99,134526.02099776,2023-06-02 02:00:00+00:00,29000,26960.01
2023-06-02,3,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1875.0,2130.0,4.0,3.42,,0.48023224,2058.0,0.39011612,-0.89841086,0.00012023,6.71918503,-18.28784759,4.99,134710.83285556,2023-06-02 03:00:00+00:00,29000,27000.0
2023-06-02,4,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1675.0,2080.0,2.5,4.56,,0.48289299,2004.0,0.3914465,-0.89080937,0.00012633,7.07451221,-19.43360359,4.99,135089.76125776,2023-06-02 04:00:00+00:00,29000,27068.27
2023-06-02,5,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1700.0,1970.0,2.5,2.3,,0.43784142,1916.0,0.36892071,-0.89531579,0.00013002,6.86295111,-17.87209865,4.99,135462.64732444,2023-06-02 05:00:00+00:00,29000,27152.6
2023-06-02,6,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1805.0,2080.0,2.5,2.38,,0.48659325,2003.0,0.39329662,-0.89097159,0.00012634,7.02575198,-19.62035495,4.99,135156.06726888,2023-06-02 06:00:00+00:00,29000,27071.06
2023-06-02,7,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1785.0,2135.0,2.98,2.78,,0.52615643,2036.0,0.41307821,-0.88263946,0.00012726,7.37670378,-21.76532527,4.99,135003.66379776,2023-06-02 07:00:00+00:00,29000,27049.65
2023-06-02,8,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1780.0,2075.0,1.5,2.5,,0.55980682,1948.0,0.42990341,-0.85798193,0.00013938,8.42981519,-26.0407206,4.99,135572.40625556,2023-06-02 08:00:00+00:00,29000,27166.14
2023-06-02,9,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1745.0,2065.0,2.5,5.5,,0.48197269,1961.0,0.34098635,-0.92441015,0.00011203,5.30860911,-13.08549543,4.99,135130.70919776,2023-06-02 09:00:00+00:00,29000,27080.68
2023-06-02,10,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1765.0,2105.0,2.5,5.49,,0.53725243,1964.0,0.36862621,-0.90629111,0.00012207,6.22185141,-16.68024483,4.99,135181.95095332,2023-06-02 10:00:00+00:00,29000,27096.99
2023-06-02,11,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1765.0,2105.0,1.5,1.5,,0.56649685,1941.0,0.38324842,-0.8934574,0.00012917,6.82138585,-19.12888502,4.99,135337.08118224,2023-06-02 11:00:00+00:00,29000,27130.75
2023-06-02,12,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1840.0,2060.0,2.5,5.06,,0.49762249,1947.0,0.34881124,-0.91943426,0.00011592,5.52480907,-14.18732941,4.99,135252.41197112,2023-06-02 12:00:00+00:00,29000,27095.42
2023-06-02,13,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1930.0,2265.0,2.5,3.1,,0.55210114,2134.0,0.37605057,-0.92453656,0.00010334,5.20479141,-14.49823265,4.99,134198.63596888,2023-06-02 13:00:00+00:00,29000,26908.84
2023-06-02,14,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1930.0,2270.0,2.5,4.63,,0.60491562,2098.0,0.40245781,-0.90416361,0.00011562,6.21886345,-18.65460255,4.99,134604.32629556,2023-06-02 14:00:00+00:00,29000,26964.74
2023-06-02,15,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1850.0,2050.0,2.71,2.72,,0.48960924,1945.0,0.34480462,-0.92409336,0.00011314,5.23159382,-13.52905942,4.99,135227.93657556,2023-06-02 15:00:00+00:00,29000,27095.92
2023-06-02,16,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1740.0,2090.0,2.5,3.46,,0.49713135,1984.0,0.34856567,-0.927061,0.00010907,5.05111179,-13.28785743,4.99,135004.32026,2023-06-02 16:00:00+00:00,29000,27056.06
2023-06-02,17,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1760.0,2100.0,2.5,3.28,,0.51229477,1985.0,0.35614738,-0.92291958,0.00011168,5.2523107,-14.20703871,4.99,134939.87274668,2023-06-02 17:00:00+00:00,29000,27057.58
2023-06-02,18,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1790.0,1975.0,1.5,1.5,,0.49759865,1859.0,0.34879932,-0.91247202,0.00012527,5.78994255,-15.43585586,4.99,135586.56122224,2023-06-02 18:00:00+00:00,29000,27192.6
2023-06-02,19,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1725.0,1940.0,1.5,1.5,,0.4960227,1822.0,0.34801135,-0.90873767,0.00012975,5.96217904,-15.96078681,4.99,135890.91241112,2023-06-02 19:00:00+00:00,29000,27239.02
2023-06-02,20,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1710.0,1970.0,1.5,3.0,,0.48149109,1867.0,0.34074554,-0.92085133,0.00011972,5.33078172,-14.06273701,4.99,135648.76767112,2023-06-02 20:00:00+00:00,29000,27172.84
2023-06-02,21,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1735.0,1945.0,1.5,5.04,,0.48550606,1838.0,0.34275303,-0.91629765,0.0001244,5.54919716,-14.82078471,4.99,135786.79883332,2023-06-02 21:00:00+00:00,29000,27207.4
2023-06-02,22,BTC-230609-29000-P,BTCUSDT,P,230609-29000,1415.0,1415.0,1415.0,1415.0,0.0,0.0,1690.0,2205.0,1.5,1.5,,0.76248169,1894.0,0.48124084,-0.82630476,0.00014796,9.24348108,-34.88888286,4.99,136034.21634,2023-06-02 22:00:00+00:00,29000,27262.92
