date,hour,symbol,underlying,type,strike,open,high,low,close,volume_contracts,volume_usdt,best_bid_price,best_ask_price,best_bid_qty,best_ask_qty,best_buy_iv,best_sell_iv,mark_price,mark_iv,delta,gamma,vega,theta,openinterest_contracts,openinterest_usdt
2023-05-22,6,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1e-08,7875.0,1.05,-0.66699358,3.946e-05,31.88650758,-42.87832193,0.0,0.0
2023-05-22,9,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6105.0,6580.0,1.5,1.5,,0.60138226,6298.0,0.45069113,-0.90734513,4.197e-05,14.55447482,-8.42771148,0.0,0.0
2023-05-22,18,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6085.0,6565.0,1.5,1.5,,0.60381889,6281.0,0.45190945,-0.9071618,4.21e-05,14.51444357,-8.50924825,0.0,0.0
2023-05-22,1,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1e-08,8048.0,1.05,-0.67585161,3.928e-05,31.33767787,-41.91662683,0.0,0.0
2023-05-22,15,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6105.0,6585.0,1.5,1.5,,0.61097145,6289.0,0.45548573,-0.90491899,4.244e-05,14.7951678,-8.71420567,0.0,0.0
2023-05-22,8,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6110.0,6585.0,1.5,1.5,,0.5899334,6322.0,0.4449667,-0.91177704,4.103e-05,14.02329715,-8.00842571,0.0,0.0
2023-05-22,12,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6195.0,6680.0,1.5,1.5,,0.59869766,6413.0,0.44934883,-0.91377617,4.016e-05,13.70749588,-7.9391348,0.0,0.0
2023-05-22,21,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6055.0,6530.0,1.5,1.5,,0.59653282,6256.0,0.44826641,-0.90868031,4.196e-05,14.32576692,-8.35803417,0.0,0.0
2023-05-22,10,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6140.0,6625.0,1.5,1.5,,0.6105566,6331.0,0.4552783,-0.90627441,4.197e-05,14.65409193,-8.58094931,0.0,0.0
2023-05-22,7,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,5915.0,6545.0,5.58,4.65,,0.57786942,6298.0,0.43893471,-0.91418019,4.069e-05,13.75335339,-7.73951584,0.0,0.0
2023-05-22,22,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,5890.0,6570.0,3.17,4.65,,0.60417652,6288.0,0.45208826,-0.90795385,4.192e-05,14.38691043,-8.4744643,0.0,0.0
2023-05-22,13,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,5990.0,6455.0,1.5,1.5,,0.60053825,6164.0,0.45026913,-0.90187315,4.368e-05,15.23196786,-8.84965525,0.0,0.0
2023-05-22,3,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1e-08,8001.0,1.05,-0.67359558,3.934e-05,31.470323,-42.18359952,0.0,0.0
2023-05-22,2,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1e-08,8000.0,1.05,-0.67328444,3.933e-05,31.50404531,-42.1839377,0.0,0.0
2023-05-22,23,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6095.0,6570.0,1.5,1.5,,0.59587479,6302.0,0.44793739,-0.91125929,4.123e-05,13.98203609,-8.16922814,0.0,0.0
2023-05-22,19,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6120.0,6600.0,1.5,1.5,,0.61219692,6305.0,0.45609846,-0.90589997,4.218e-05,14.64076156,-8.67224261,0.0,0.0
2023-05-22,16,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6105.0,6585.0,1.5,1.5,,0.60322762,6303.0,0.45161381,-0.90806321,4.181e-05,14.41273822,-8.42587655,0.0,0.0
2023-05-22,11,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6160.0,6645.0,1.5,1.5,,0.61775208,6341.0,0.45887604,-0.90469675,4.219e-05,14.82459639,-8.75877685,0.0,0.0
2023-05-22,5,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1e-08,7922.0,1.05,-0.66949645,3.942e-05,31.72814689,-42.61988618,0.0,0.0
2023-05-22,20,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6120.0,6600.0,1.5,1.5,,0.6265831,6280.0,0.46329155,-0.90048179,4.323e-05,15.26908919,-9.19701564,0.0,0.0
2023-05-22,14,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6070.0,6540.0,1.5,1.5,,0.616436,6230.0,0.458218,-0.90024628,4.356e-05,15.3738464,-9.0995536,0.0,0.0
2023-05-22,17,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,6180.0,6665.0,1.5,1.5,,0.63657284,6352.0,0.48046827,-0.8929112,4.397e-05,16.10116286,-10.02517788,0.0,0.0
2023-05-22,4,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1e-08,7966.0,1.05,-0.67183586,3.938e-05,31.57972394,-42.37533588,0.0,0.0
2023-05-23,6,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,5710.0,6145.0,1.5,1.5,,0.57267666,5880.0,0.43633833,-0.8992985,4.588e-05,15.54242107,-8.9135842,0.0,0.0
2023-05-23,9,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,5740.0,6180.0,1.5,1.5,,0.58255672,5903.0,0.44127836,-0.89770145,4.6e-05,15.6855061,-9.12747999,0.0,0.0
2023-05-23,18,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,5885.0,6340.0,1.5,1.5,,0.60677528,6043.0,0.45538425,-0.89719831,4.518e-05,15.58564702,-9.45277167,0.0,0.0
2023-05-23,1,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,5965.0,6430.0,1.5,1.5,,0.58767319,6164.0,0.44383659,-0.90766701,4.267e-05,14.46204743,-8.39056722,0.0,0.0
2023-05-23,15,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,5705.0,6140.0,1.5,1.5,,0.58348179,5860.0,0.44174089,-0.89614672,4.653e-05,15.83254375,-9.28391135,0.0,0.0
2023-05-23,8,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,5690.0,6050.0,1.5,1.5,,0.54533958,5823.0,0.42266979,-0.90563076,4.515e-05,14.82469503,-8.25371968,0.0,0.0
2023-05-23,12,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,5780.0,6225.0,1.5,1.5,,0.6062603,5956.0,0.47894955,-0.87634449,4.859e-05,17.93697012,-11.36613152,0.0,0.0
2023-05-23,21,BTC-230630-33000-P,BTCUSDT,P,230630-33000,0.0,0.0,0.0,0.0,0.0,0.0,5800.0,6250.0,1.5,1.5,,0.5900526,5971.0,0.4450263,-0.90066633,4.506e-05,15.20910991,-9.04470181,0.0,0.0
